Date,Product_Owner,Product_Promoter,Product ID,Amount (Pesos)
2024-04-11,Semled,,3928548,65.45
2021-09-22,hotodceorm,ltoffas,5213975,43.45
2020-12-28,rophhaateeoycm,aloblrgob,7410130,44.11
2019-10-30,mtieco,,4648137,123.97
2020-12-21,grobre,oraobbgll,5985694,41.25
2019-08-04,sesmiiapv,impevassi,5691114,-26.950000000000003
2019-03-09,pcsritgeikwoerns,o01adke0rypm,4649203,42.79
2023-11-19,eaeuisegnvhtw,3c1A21c,7111286,35.97
2020-11-07,oocfol,Maa2g31,4057469,52.580000000000005
2020-11-21,mwlurrodeopa,olloragbb,6782373,43.89
2020-07-11,yaceralels,ue4s10bd,5047744,36.3
2024-04-14,tguisyeAukntsnsAu,,6966947,-235.95
2024-06-02,itegrpwnsere,,7349888,234.19
2022-02-02,ksabacdry,grblabool,4933188,51.919999999999995
2023-05-18,nprdirgo,lboaobrlg,5591417,43.89
2019-06-03,tmcoei,ko1rDa,4530838,120.22999999999999
2019-03-17,htialnlahewsgte,vlaNaertluffi,7151560,102.08
2021-03-07,toolrscpo,olcaipen,6350435,-36.519999999999996
2020-04-05,dbakycrsa,lgrobbola,4933149,43.67
2021-09-04,svsaiaDiOell,,6812884,25.74
2024-05-05,noeookbrf,llgbroboa,4974957,62.260000000000005
2022-10-29,eginuigdbu,lbgblroao,7218289,43.67
2021-10-05,iysnenitseinf,niarBrdttPosa,6379594,56.87
2020-10-09,iectmo,sptorreaykoc,4530760,59.07
2020-11-08,otsecrl,robgoabll,4906629,42.79
2024-09-16,uvibpd,,7526441,73.37
2023-11-08,cotldaerutsnirnhne,,3688815,39.269999999999996
2019-01-21,dtkeoeti,chtodrenuntisarlne,3500081,37.07
2024-10-23,abmcopto,,6936397,84.47999999999999
2024-01-14,ciieoepwtgrnsskr,oehrfemdr,4649203,17.05
2024-08-18,rocnerektspiisgw,tafafv,4649229,94.49
2022-07-22,rtiprnoigeswseck,kr0mped1yao0,4649203,43.12
2021-10-21,hcedtotnrslurinena,,3688815,11.0
2020-11-11,robecfnra,rloobablg,6461910,46.31
2019-07-21,lnnnihreuaoedrttsc,,3553030,11.0
2019-12-01,usuAnAtiskugtysne,,6966921,164.78
2019-09-30,ralvsusesiwdlvneri,babgrlloo,6897956,43.67
2020-06-23,niefinsensyit,amlnjaimk,6379841,51.81
2022-02-17,meoookfrb,sd01b3ue,5498480,62.260000000000005
2023-01-27,bvlxljeroe,,5477563,19.14
2022-03-05,edptumediirri,ogoabllbr,7127016,45.32
2022-07-08,cngyioAetoPl,,7224139,226.38
2024-06-24,ssrcionwprtegeki,jacssel,4649229,51.48
2021-07-06,tuasegevwnhei,VtmauurreidaiocGi,7217431,47.96
2020-11-08,zinaewrepo,hgeortj,5378113,109.89
2024-08-12,rowraiompplgr,suapffh,5375344,77.0
2019-05-24,mesdorc,0bfasvf1,4285073,50.38
2021-03-21,idfeug,gobllbaor,5096572,62.260000000000005
2019-02-09,lofooc,,4057469,52.580000000000005
2020-10-13,eoorobfmk,3sube01d,4898400,43.45
2021-10-21,fduegi,ablgrolbo,5078463,44.11
2022-06-18,23uaTb1r,scdormot,5698706,214.61
2024-11-27,iotcem,mw0tg1,4530864,180.39999999999998
2022-03-19,nodrirpg,orobllbag,5591417,43.78
2020-03-09,turnanseoitfsfme,,7318246,100.97999999999999
2024-04-18,ocaislpaid,,5435313,51.81
2022-03-29,nsifseeniiytn,tlajeitl,6386575,57.31
2022-03-01,aywsslto,e12dsb0u,4854304,43.56
2024-11-23,oeSwidphoaHr,,6698406,58.080000000000005
2021-08-20,fekbmooro,bd1e3us0,4901455,42.68
2020-08-02,mokefbroo,ff1bs0va,4969640,42.68
2022-01-10,efiysistennni,gysrnuproa,6386536,56.099999999999994
2021-12-03,absrcyakd,gbboalorl,5527730,43.12
2019-05-09,gborre,alobglobr,5985694,43.339999999999996
2023-05-11,pznroiawee,rnsfatiesmurasko,5378126,281.82
2024-09-18,Gosrofd3f,,6634225,93.5
2019-03-29,adteoetfoeltd,0g11at5,5674409,57.75
2022-02-14,ludcnortehenarstin,,3688815,36.85
2021-11-18,kydbcrasa,lblgaoobr,4933149,43.56
2023-06-04,eidguf,oblbarolg,5078450,36.63
2022-02-09,dpingror,oobralgbl,5591560,42.79
2022-07-29,root,,4234646,11.66
2019-11-12,laevva,lavave,3730935,24.86
2021-08-30,wtssyoal,12usdb0e,4854304,42.68
2024-08-11,remobkfoo,sde013ub,5498480,67.42999999999999
2023-05-03,opoactmb,,5695833,-55.44
2020-02-26,tasfewr,jlmmkania,4951700,26.950000000000003
2023-04-12,udeigf,udse2b10,5491486,43.010000000000005
2022-10-10,uieerdaolnstrntnhc,snoauihdetnecrtrln,3553082,36.19
2022-09-02,ehruitnsaletroncdn,,3139864,44.77
2019-06-23,rngosEcTroiprVoeim,aiHvebrelle,6712771,117.26
2022-07-29,irdrongp,bllraoogb,5591521,62.260000000000005
2019-11-09,lnruaenhndtsocreti,,3688776,36.19
2020-02-02,idgrnrpo,lblroagob,5875987,45.43
2024-07-12,GthllfLLiFCtpghoa,,6479876,48.29
2023-12-14,yoaretopehcamh,boobalgrl,7564050,44.0
2023-06-21,netinyfiissne,onruragspy,6380153,36.19
2023-01-05,orbger,lgrloobab,5944614,41.8
2021-09-25,igrnprdo,lboaglrbo,5591417,43.010000000000005
2022-03-12,beoonokfr,,4953000,42.79
2024-02-01,gpgrne,ogrolalbb,6531746,45.98
2022-12-07,osropa1,,3809741,162.91
2024-06-30,srncoateldrthneuin,5a6nm30,5466747,43.12
2019-11-24,losotcpor,fasoftl,6348303,55.330000000000005
2019-10-26,itmoec,ba33ueclke,4530838,120.33999999999999
2024-01-01,omtoapcb,,6935929,93.94
2024-11-12,l338veoe2v,,7069764,85.14
2024-03-21,brmookfeo,0d1e3sbu,5498441,37.4
2020-10-13,hllechbuta-,,7217795,176.0
2024-12-01,oprdnrig,olbobralg,5802602,62.260000000000005
2023-11-12,dwfuorins,,7418125,80.52000000000001
2024-08-05,rmfbokooe,1ud0b3es,4898374,34.980000000000004
2020-11-09,ocpsltroo,softalf,6348303,55.44
2022-10-27,iisefitynsnen,Rmzdiaate,6386536,55.55
2023-01-31,itdugiwf,ihtvtlalh,4946929,83.71000000000001
2019-11-10,dnsnauhtecoinretlr,,3688815,11.0
2024-12-27,root,,4234646,11.0
2024-09-10,gsAsnAuttesiunkyu,,6966947,266.53000000000003
2021-04-12,coolof,rTspumti,4057521,47.3
2020-03-24,laohnusirntrctneed,,3522597,79.64
2024-04-24,orprnidg,agolbrolb,5591417,44.0
2024-10-12,oesrdmc,LaLgrhrtiiene,5739578,36.410000000000004
2023-12-21,cyrlesaela,bdue10s4,5048056,65.89
2021-04-08,eaofcltihbfe,,6097065,44.88
2022-02-21,ors1pao,mdaginLitonuli,4086888,125.83999999999999
2019-10-04,ofrmooekb,aobglolrb,5434546,47.63
2023-09-03,ookoebmrf,b31sde0u,4901455,43.56
2021-05-17,erripskscnteogiw,o1d0kpa0yerm,4649203,45.099999999999994
2021-06-24,ialsadocip,,5215431,11.0
2020-07-28,chyoraheatmpoe,borolgabl,7513662,-45.21
2019-06-05,nnhecearlnirtodsut,,4634097,17.05
2024-12-23,sgtouny,cviuar,5341349,71.39
2023-10-23,wyoltsas,e0s2udb1,4854304,42.9
2019-01-29,mochotrdoe,weeibwd,5130567,40.81
2021-10-19,etiynnsensiif,tlatielj,6379841,54.34
2022-08-25,igdrropn,lbalobrog,5591417,43.67
2019-08-12,kmrofbeoo,dbu301es,4898400,43.78
2022-09-27,liaeOlsDsvai,,6777628,25.74
2024-12-10,sregrnipeetw,,7349875,155.1
2021-10-11,temcoi,riwegnuo,4530838,117.37
2021-06-09,afgditnbdil,,6748391,55.11
2023-09-09,root,,4234646,11.0
2022-11-09,mdoeoodrffe,0u3sb1dE,6085846,183.7
2020-06-08,retiwegrespn,,7367919,143.10999999999999
2024-01-08,ywaslost,bs1d0eu2,4854304,42.46
2023-03-16,rhalndsitntcurnoee,rtsdenenlhoutciran,3553082,36.19
2021-07-12,tlcesor,bbloglaro,4930991,42.79
2023-08-03,lvanobiaclie,eb2d02su,5474352,43.12
2023-07-26,ssoeniomrhmoic,,5164900,236.39
2019-05-25,dotsautnrclhreenin,eortaishtnunnderlc,3688815,45.760000000000005
2021-10-14,rHTabeyarThlpeea,,6502392,280.5
2019-10-19,hwwtwrog,,7223216,284.35
2021-02-24,ytssawlo,1s0ubde2,4854304,41.910000000000004
2023-04-05,tegsewrpeinr,,7367815,214.39
2019-07-08,foisrdunw,,7269054,205.04000000000002
2022-11-06,fobekoomr,ebsd1u03,4898374,34.980000000000004
2020-11-29,uhnadstliecnetornr,,3688815,33.55
2021-05-13,kedietot,teirdnhonestaurcnl,3499873,28.380000000000003
2022-12-31,etlftddeaoeto,fb3atsc,4756687,130.9
2024-06-24,miaslsedykotslcal,obagobrll,6898229,37.95
2020-07-02,otseprbileet,2vtcc7,4531592,177.54000000000002
2022-07-25,rtoo,,4234646,11.0
2022-12-31,lsproocto,oacniple,6350435,34.980000000000004
2024-01-13,oyncPAoltgie,,7224074,168.74
2022-05-10,eocAigtylonP,,7224126,251.24
2019-07-23,tpamrta,,4241198,19.69
2023-05-16,oort,,4234646,11.0
2024-12-20,locstnrentuhadrine,,3302936,25.74
2023-02-26,ve2ol38e3v,,7208136,81.51
2020-12-15,fbokroemo,us3deb01,4901520,42.79
2020-12-05,kerfmooob,us13b0de,4898465,-62.260000000000005
2024-12-01,tcoime,ccplnsolestdc,4530864,180.07000000000002
2022-01-30,tpobocma,,5695742,-95.26
2024-05-13,snirlKaastees,fMirodeace,6938932,120.12
2019-11-17,ocosoltpr,satlffo,6620445,43.67
2023-09-16,emrkobfoo,,5699915,48.84
2022-11-04,orkeoobfm,abrglolob,4915053,62.260000000000005
2019-03-17,tesakmllcliossayd,logblarbo,6890871,-66.33
2023-09-03,ysierdsaednaeclmw,bgoallbro,7650578,62.260000000000005
2022-02-15,drgrpino,rogboball,5590715,67.42999999999999
2020-04-04,nerPttoSatem,igRoaMAT,7132658,113.96
2021-08-16,uannhlnetrositcred,,3688815,34.760000000000005
2023-10-22,regrbo,loobglarb,5985694,42.46
2019-01-16,lapdwroemruo,woldrpmuaroe,6777524,52.8
2023-05-09,clofoo,nbipareulc,5332821,156.31
2024-12-04,tpacboom,,6219850,-54.78
2023-02-23,oisudtiilnaivgd,,3830385,-41.58
2023-10-24,ctashleonnrnterdiu,,3688815,35.31
2019-06-26,ecntriwkpersgosi,w7w9326,4649203,44.989999999999995
2024-11-04,mofoedodfer,,6108609,47.080000000000005
2020-08-22,otbpmcoa,,7182136,92.83999999999999
2019-10-04,latloiirgldbank,uatAiaosnVrtimol,6462560,64.35
2020-07-05,orot,,4234646,11.0
2020-02-06,uohgdtaregm,Ed24ub0s,5966896,38.06
2023-11-20,oemkorofb,ebd10s3u,4898400,43.67
2021-06-11,ipdrgonr,gbalbrool,5591417,43.12
2019-01-03,asakrycbd,roglbobla,5527730,44.44
2020-07-23,obokmefro,e1usb30d,4901494,36.3
2024-05-11,8sacle,,7620366,195.91
2022-04-21,incrnadoeelhtntusr,,5466721,17.6
2023-04-06,nstrndteoalihuernc,,4634097,17.71
2021-10-14,rwokesigercsntpi,y0kr10modpea,4649203,43.12
2020-11-04,insetpcki,el5aerved,6038942,19.69
2019-04-07,root,,4234646,11.0
2021-03-09,gudfie,olgorbabl,5078567,65.89
2020-11-24,acormahopythee,oalobrlbg,7513662,44.0
2021-11-07,hoaibmosk,rallbgoob,7465250,45.21
2024-08-28,iaeaolinvcbl,u2be0d2s,5474352,45.98
2019-04-25,moobkofer,1d3eubs0,4898400,43.89
2024-09-22,eugifd,rgboalbol,5096546,108.24
2020-06-22,okrbofmeo,rolbalbog,4915079,44.0
2019-07-03,werlslspeeimn,,7245758,284.57
2022-02-02,uesytgAunniAksstu,,6966947,276.76
2023-08-23,meoict,s-asicdlcopnitue,4530838,120.01
2024-09-18,clsptooor,aftoslf,7457879,41.47
2021-12-04,oombofkre,lborabolg,4948320,44.88
2020-10-12,eua-bcthlhl,0BC12M2,7217795,134.09
2019-04-13,irdpetmirudei,oarlobgbl,7127016,46.2
2022-04-18,igdufe,loblgoabr,5078567,65.34
2020-08-24,ciorekwspgtsenri,de0pka1m0roy,4649203,17.05
2022-10-04,elllkytdmssciaaso,orgoalbbl,6898255,66.55
2019-11-05,mecito,,4530760,57.86
2019-07-17,egudif,rllogbaob,5078463,43.45
2019-12-30,HdiowrpeahoS,,6698406,366.41
2024-01-27,eweegprinrts,,7367828,222.97
2022-11-28,ufdosrwin,,5723562,23.32
2024-09-17,annseetidlcuhtrnro,,3688815,11.0
2020-05-23,feoomkbor,01u3dbes,4898465,67.53999999999999
2019-05-31,elDialisOavs,,6771739,102.52000000000001
2019-09-22,ngtAcilooePy,,7224100,167.64000000000001
2024-07-24,ronrgpdi,blbaogrlo,5876143,48.84
2019-10-04,lmasrpialb,bedercvli,4003272,28.380000000000003
2019-10-08,guefdi,obgrlloba,5096546,43.67
2023-03-07,psintsrgocekwier,0k0orapmeyd1,4649216,63.03
2021-06-26,bormkfooe,01dseub3,4898400,43.67
2022-02-11,aecroelnnnitrhtdus,,3688815,-11.0
2020-11-24,esrtolc,laglobrob,4904900,29.81
2019-12-23,brrcLideyaaytBk,a1ffv0sb,6405672,44.66
2021-03-03,loofco,,5332821,135.3
2024-01-12,posivruv,savb01ff,6320340,44.77
2024-02-05,rnidgopr,lbrolabgo,5591417,43.67
2022-05-23,nNeaeosPernfoD,leizrlcosa,7043387,118.47
2023-01-26,ptieircsrwknesgo,,4649203,45.43
2023-04-01,tnaunetlnsoehidrcr,,3139864,54.12
2024-05-07,owtBooaHT,,4806204,183.92
2024-11-25,fiegdu,gboaoblrl,5078463,43.56
2024-08-09,twoceiiprskgesnr,63w72w9,4649229,102.30000000000001
2019-09-25,hceietssr,mhenror,3928444,55.11
2023-08-19,eiliabnoalcv,aiclnvliobae,5474430,39.6
2023-09-22,looscpotr,ftsafol,6620445,43.010000000000005
2024-03-13,nidrgpor,orblblaog,5800717,44.77
2024-12-21,fmooerbok,galloobrb,4915079,43.78
2023-06-02,ldeemeobrsasihre,blobralog,7018310,44.0
2024-01-13,fktroobon,v1afbf0s,5454917,43.010000000000005
2023-04-05,rwHSdohipaoe,,6698406,-224.29000000000002
2024-04-22,ofrdo3sfG,trcikC3,6645379,311.19
2022-02-21,citoem,l3eebakuc3,4530838,120.44999999999999
2022-03-29,otnyugs,rviuca,5341375,43.56
2019-04-05,etmeocpm,h81a20r,4778072,164.78
2022-03-06,iauenelrsncdtothnr,,3553030,11.0
2019-06-29,booaorts,aedimmbdrrae,6967129,83.82000000000001
2022-06-15,snisorwpekrgceit,y0emdrao1pk0,4649216,183.92
2023-02-04,rnetiezegur,ruopyarnsg,5803694,45.32
2022-02-04,otiecm,ub3akele3c,4530838,112.86
2021-12-18,mboactpo,,4527276,51.04
2023-11-05,iefgud,eb0sd12u,5491512,65.34
2020-10-04,onrirpdg,blrlagoob,5800717,46.419999999999995
2020-10-06,ybskdrcaa,rblaoogbl,4933149,42.68
2020-01-24,ihSrdwHpaoeo,,6698406,251.67999999999998
2019-08-31,otplsorco,3ub0eds4,6752369,42.9
2022-02-27,dislomcyetallakss,blgolbroa,6882135,37.839999999999996
2020-05-08,twylaoss,dsub2e01,4854291,36.410000000000004
2019-12-05,ofbooremk,loblogarb,4948359,54.23
2022-03-10,deothmoroc,dmnv6o1,5130567,43.67
2019-11-22,cooolf,lcvKea,4057469,52.580000000000005
2023-12-25,ocordteomh,abiavllu,5130567,44.66
2022-07-14,tsuiAteunyksnusgA,,6966947,266.53000000000003
2022-12-16,tslprcooo,otslffa,6348251,43.339999999999996
2019-09-01,jroxleblve,,5350124,-19.69
2023-10-24,oromkfboe,babrogllo,7629661,75.67999999999999
2021-01-24,wrsniiroetgekcps,lSanda,4649203,77.11
2024-09-19,otmeic,,4531020,148.06
2023-10-14,ovvruspi,fab1vs0f,5473312,43.339999999999996
2024-01-03,rgoheeimnitaxknp,,3658135,17.05
2022-11-21,orfoeobmk,d13beus0,4898465,65.12
2024-08-07,rolootpsc,atlfofs,6620445,44.0
2024-02-23,cetomi,igevd42ir,4530838,119.02000000000001
2020-11-01,obgerr,oegrrb,5944484,43.67
2024-01-13,SplneemsuCptC,FrieaC,6889454,175.56
2020-11-22,otciem,glhaehhtirhe,4530838,117.37
2021-06-06,teroahphmcyeoa,ogrbaollb,7513662,43.67
2023-12-01,rtdnocenrnsauilhet,,4652076,95.26
2024-09-18,krntereipssogcwi,,4649203,42.68
2020-06-08,ncentsnoulahedrrit,,4652076,102.08
2021-08-13,fokmerobo,0s31ubde,4898400,43.67
2024-05-15,rsakctsatf,,6683157,70.84
2021-10-09,fcoool,cfloamnirTiiuspfOC,4057547,133.54000000000002
2023-07-24,igdufe,logaolbbr,5078463,43.67
2020-05-14,neacotsrdtlhunneir,esrnuhnlaoictterdn,3553082,36.19
2024-03-20,udebgiguni,grlaoolbb,7223463,38.06
2023-01-29,enoPltiycgoA,,7224074,157.07999999999998
2023-09-23,oslcortpo,gobalbrlo,6348134,43.78
2021-03-04,kfoeobrmo,u0sd3be1,4901455,43.339999999999996
2019-12-23,irgnordp,glbobarol,5591417,76.22999999999999
2023-02-02,eiadnrnnsthrocletu,,3688776,17.93
2024-05-07,oercigispwsterkn,o10p0dymerak,4649203,42.79
2021-05-28,croirenswkigpets,ypm10ko0eadr,4649203,17.380000000000003
2022-09-12,aomtercoeyahhp,lrbblagoo,7352930,43.67
2021-12-20,ltosrec,bgroalbol,4937140,36.739999999999995
2021-06-21,teiocm,orremfsceu,4530838,112.86
2024-06-19,sneuetagvwihe,erevla,7111286,34.43
2024-11-04,oekfbroom,oolbgarbl,4915079,43.67
2022-04-12,loofoc,sk7oab,4057482,66.99
2019-12-15,omohtercod,oyuodrffreaot,5130567,43.67
2020-12-26,slveewy,smipttnrii,3988881,31.57
2023-01-01,aasrellcey,1uedbs04,5048095,52.580000000000005
2023-08-07,wastylos,dbeu01s2,4854408,36.3
2024-05-18,fclooo,mriptTsu,5394103,137.94
2020-12-31,careisohenltutnndr,,3553030,11.0
2019-07-24,saroop1,,3809741,85.03
2019-10-30,2n022vat3,,7451249,28.27
2020-11-20,drnisotclunnrheeat,,3688815,11.0
2021-08-11,ommiihrsneosoc,,4543773,767.69
2022-08-29,tiomce,le3aeuc3bk,4530864,178.86
2022-04-11,ueloertntihrsndnca,,3140007,25.74
2019-12-03,grscnsikiewpeotr,0aypoerdkm01,4649229,47.52
2022-06-30,2tp20he4s,,7135583,-95.26
2019-08-12,bemrofoko,31usde0b,4898400,43.12
2019-10-26,otsxlfo,,6972849,-120.89
2024-07-09,iegguuinbd,abeejtllmor,7225478,43.67
2021-12-31,toro,,4234646,11.0
2019-10-06,ciorsaqlbgpr,,7345728,253.66
2020-12-11,fdgeiu,orgolbbal,5096546,43.67
2022-08-17,daakybcsr,baooblglr,5527730,43.67
2021-09-23,eupGntmwsseosl,,6938009,164.78
2020-07-24,toeAonglPcyi,,7224100,157.07999999999998
2022-03-21,askdcbary,gaollbrob,4933149,43.339999999999996
2023-06-16,lPiecAtygoon,,7224087,271.15
2022-10-18,goomErcrVTsenipori,h91p0120,6712745,43.339999999999996
2023-07-30,rstctfaska,,7154485,101.19999999999999
2021-08-07,oorbfkome,1fbvs0af,4969640,42.68
2024-06-15,alcoiilbavne,0edu22sb,5474352,43.12
2019-12-16,ehcsduanilntrorten,,3687645,11.0
2019-08-07,sylevew,ioarieseailnlmn,3988881,32.230000000000004
2021-12-28,lgioLisoDatg,,7569627,42.9
2022-08-01,eoodletfttdae,ftbasc1,5674409,85.36
2023-10-04,oaysltws,2sue1b0d,4854304,43.45
2022-08-23,mrbooeofk,ub031sde,4898400,44.11
2023-12-18,yhildpa,,6230549,29.26
2022-07-30,rnookobfe,lorlgabbo,4937556,55.55
2021-08-06,esnrturnecdhiaotnl,nrdretholsucieantn,3688815,43.12
2021-03-15,eiotmc,lec33bkuae,4530864,180.84
2021-09-19,erlteuniasotdhnnrc,,3688815,11.0
2022-02-21,ibiaevnlolac,u0d2eb2s,5474352,50.05
2023-05-26,eofbrracn,lraboblog,6461910,46.419999999999995
2019-10-05,rsootaob,busepi,6711887,105.16000000000001
2021-03-12,haIaln_cPnnLrtdaue,,6816017,19.69
2020-12-24,0z8oaced,iedlilutastsrg,5858437,-192.5
2020-08-30,teomci,,4531020,125.83999999999999
2023-03-31,esisaullrvrwsivnde,wunrvsdssrliaeievl,6897956,43.67
2023-11-22,ylpiadh,,6163742,19.8
2020-06-05,svaleiiOlsaD,,6755281,-15.29
2022-03-04,sckartftsa,,6683157,43.12
2022-12-12,etonadcrnielrtunhs,,3688815,11.0
2024-03-10,oetrimDnP,011gta5,6938503,-51.37
2019-04-16,ipecnreomP,snriaos,6452095,-55.22
2021-06-05,storobao,pebuis,6711887,103.83999999999999
2021-05-19,oodiagrf,,6798129,43.010000000000005
2019-06-12,ltnrrhoesieunnacdt,,3688815,35.31
2024-07-17,osaslywt,0bd12eus,4854304,43.230000000000004
2024-04-20,euavitrNll,ey600tls,6762756,176.0
2021-07-04,iidirpeturmed,glbrloabo,7127016,45.32
2024-01-26,ecsortl,lbogarbol,5017363,34.980000000000004
2020-07-15,nrihtnunscartledeo,,3688815,11.0
2020-07-09,rofbmekoo,aolblgrob,4915079,42.9
2022-11-01,iowsdnrfu,,4925765,205.04000000000002
2022-01-16,egrcnpiwristksoe,eech101lespssrlfte,4649203,40.81
2021-10-28,cemoti,golzrz,4530864,180.39999999999998
2021-09-04,gosytnu,0nsnwi3jh5ool,5341375,65.67
2023-03-28,oosotbra,CppeslmnutCeS,6711900,167.09
2024-01-06,rregbo,bgrololab,5944614,43.230000000000004
2022-11-18,CLF4L2P,,7434271,101.42
2022-08-12,cbootmap,,6219850,43.12
2021-08-17,atpocmob,,5695833,54.34
2023-12-03,ibeups,,7496658,170.5
2023-11-03,doetofaltdete,ihylulbr,5674409,-56.87
2022-07-13,iiecsprrnoktesgw,ecfieAgynL,4649203,17.490000000000002
2023-06-17,enthwvieeasgu,1A132cc,7111247,102.30000000000001
2019-01-20,ltowsyas,1dsb02ue,4854304,42.9
2022-02-11,ilsiOvelaDsa,,6771739,45.54
2022-10-08,slsdmaotelaslicyk,llarbgoob,6898229,-38.06
2023-09-06,ooahphetraycme,lobgobrla,7442188,38.94
2019-11-07,pebsiu,,7518524,228.03
2023-06-23,esnhawtueiveg,xmocme,7111247,101.42
2022-07-14,efdigu,epinoalc,5090436,-58.849999999999994
2019-07-16,ifgued,glbolrbao,5096546,43.12
2024-06-07,cirlnenodertahsntu,,4581109,65.34
2019-04-01,errewpgnseit,,7349888,282.59000000000003
2021-04-25,ctoiem,,4530760,59.07
2024-11-13,slrlaeyeac,0bs4ue1d,5047744,37.18
2024-08-25,oooferbkm,0d1bsue3,4901455,43.339999999999996
2022-07-02,drpginro,larloobbg,5590676,43.339999999999996
2024-04-03,kcisssmoledllaaty,aslclyoiseakmldts,7350252,65.67
2020-06-10,dgfuei,globoabrl,5096546,43.56
2021-07-13,ysaldsecimoklatsl,obgarboll,7147036,50.599999999999994
2019-02-15,dnogripr,arbloblgo,5591560,-44.989999999999995
2022-02-01,igopnrdr,ogorlblba,5591534,-56.87
2019-07-04,potocolrs,asftofl,6620445,43.339999999999996
2024-04-28,nidneothsrtaurceln,,3688815,35.31
2020-05-20,isrostespf,m13W4m24,6911762,-148.06
2022-02-09,estclro,lbgoolabr,5017376,28.49
2020-07-29,temoci,ue88lb8,4530838,121.66000000000001
2021-12-04,u1a3Tbr2,SnTtaajat,5698706,193.38
2020-01-29,eonfobkor,blrlbooag,6226714,48.400000000000006
2024-06-28,erbofkomo,bgaloblro,4915079,43.67
2021-05-16,lnidoehrctsrntnaeu,,3688815,11.0
2019-07-09,eisyaamhcmad,agobrlobl,7379879,37.839999999999996
2019-05-25,dnnertearhoctisunl,,3688815,35.53
2024-05-17,AogtleciyPon,,7224126,238.37
2023-12-22,etcmio,hekaral,4530864,180.84
2019-04-26,riaymr,,7157917,333.40999999999997
2022-07-31,aeiispsvm,tsdbrouaunetiisrke,5697094,43.12
2022-03-10,euifdg,,5376371,37.18
2020-06-24,tsrdmeaays,,7081841,164.78
2019-07-04,eweeuginvthsa,apPurswPhtoeya,7111221,48.18
2023-06-27,tyswlsao,1e0db2su,7153419,59.07
2019-10-13,eridxeil,aberarddmmie,7406022,114.72999999999999
2023-03-28,cetrunhedlniratnos,,3553082,36.19
2020-12-21,aiosdlehheypra,,5998265,15.399999999999999
2023-07-16,guiefd,brlaooglb,5096585,-58.96
2021-12-09,beoomorkf,loarolbbg,7216794,65.34
2022-10-30,hecsnnlueairnordtt,,3553030,11.0
2024-01-20,ededteaotfolt,idxlpaegtia,4756687,-146.52
2021-12-03,oa8zdec0,sicoiadapl,5858411,43.12
2023-10-25,mceoti,rorksepctyao,4530864,180.39999999999998
2020-12-30,komoeorfb,aolrolbgb,4915079,43.78
2022-05-28,orslcte,ogrlbbalo,5017363,43.339999999999996
2021-11-24,tciome,v749lt,4531020,23.98
2021-01-10,lchtpItaHm,allhthieyda,6251258,44.88
2021-04-23,evyswel,05a6cb2,4016792,22.77
2024-06-23,grprnodi,loolrgbab,6263829,45.43
2021-08-21,idldvecau,,7504159,283.46999999999997
2023-06-06,ohertmocod,alfofst,5214066,37.839999999999996
2022-01-06,gdieuf,lbgrboola,5096546,43.56
2024-04-04,coloof,iwronttape,4057534,96.14
2024-08-22,rdnogrip,lrbglooba,5591417,-34.87
2020-04-06,lsoawtsy,d1se2b0u,4854304,42.79
2019-04-07,31T2ruba,daaursam,5698732,242.11
2022-03-19,giufde,20seubd1,5491512,-65.67
2020-06-23,mtocei,verlaer,4530864,180.84
2022-06-09,omtcrhodeo,ub1ej1L,5032677,-36.19
2022-01-25,moffroeddeo,1sdub30E,6085742,-32.56
2020-12-27,porrdgni,orbaollgb,5802576,43.339999999999996
2019-09-03,nrdroigp,rollgboab,5591521,66.55
2023-06-14,asDaOielsilv,,6790381,25.74
2024-04-22,arntrnoshctnueidle,,3688815,35.31
2020-04-26,otro,,4234646,11.99
2019-10-09,otro,,4234646,11.0
2024-09-26,ierdaoPtsn,erdfaMeioc,6505447,184.14
2021-05-22,gdnrpori,bllogobar,5883267,42.35
2023-05-07,moorfoekb,balgorbol,4948320,47.3
2023-06-08,otrsecl,lloraobgb,4930978,45.43
2020-09-24,rnpirgod,,5590676,44.22
2022-03-29,LoApGr-u,,7220928,145.31
2021-08-30,iadlwldlculeaca,ajoleork,4955418,38.39
2019-01-15,iOCenlUn,,3817593,35.2
2022-08-11,rengteewpsir,,7367802,-78.1
2019-10-12,ctsoelr,olblbaorg,4930783,40.81
2022-08-09,oseetkirwpnirgcs,prkm0day1oe0,4649216,94.49
2019-01-29,rignrdop,lgrobabol,5591417,43.339999999999996
2019-01-22,luttnescanondirerh,,3688815,37.730000000000004
2023-08-17,lyarsalece,4eds0bu1,5048095,53.02
2024-08-31,nrocalenheistudtnr,,3688815,-11.0
2021-07-26,oipitr,opiawSeHdhor,6460064,2332.77
2019-09-21,otro,,4234646,11.0
2020-11-10,dnilttreaucnohners,tmczbr0,3553082,38.28
2022-02-09,b2ue0sd3,,5737719,12.76
2023-09-04,duefgi,grlbboaol,5078463,43.67
2019-04-05,denruhtacsrtennilo,,3688815,37.4
2023-07-23,ofcolo,tsTruimp,4057469,52.03
2020-05-30,llsisnrdswvuereiav,fltosfa,6900881,43.45
2023-07-18,sialvsaeilDO,,6777875,29.700000000000003
2020-05-19,laliDieasvOs,,6777628,26.619999999999997
2022-07-23,yi7dla,ear1spo2y,7004166,18.81
