date,datetime,cash_type,card,money,coffee_name,day,month
2024-05-28,50:19.4,card,ANON-0000-0000-0012,27.92,Americano,Tuesday,May
2024-05-29,14:43.7,card,ANON-0000-0000-0232,37.72,Latte,Wednesday,May
2024-05-29,48:46.8,cash,Not Provided,39.0,Latte,Wednesday,May
2024-05-29,14:02.9,card,ANON-0000-0000-0233,37.72,Hot Chocolate,Wednesday,May
2024-05-29,10:48.5,card,ANON-0000-0000-0234,27.92,Americano,Wednesday,May
2024-05-29,22:56.3,card,ANON-0000-0000-0235,37.72,Latte,Wednesday,May
2024-05-29,45:12.7,card,ANON-0000-0000-0236,37.72,Cappuccino,Wednesday,May
2024-05-29,45:03.9,card,ANON-0000-0000-0237,37.72,Latte,Wednesday,May
2024-05-29,24:03.3,card,ANON-0000-0000-0238,27.92,Cortado,Wednesday,May
2024-05-29,24:59.3,card,ANON-0000-0000-0238,37.72,Latte,Wednesday,May
2024-05-29,30:42.2,card,ANON-0000-0000-0239,37.72,Hot Chocolate,Wednesday,May
2024-05-29,32:35.2,card,ANON-0000-0000-0240,37.72,Cocoa,Wednesday,May
2024-05-30,29:06.3,card,ANON-0000-0000-0241,37.72,Cappuccino,Thursday,May
2024-05-30,30:21.6,card,ANON-0000-0000-0241,37.72,Latte,Thursday,May
2024-05-30,37:05.4,card,ANON-0000-0000-0242,32.82,Americano with Milk,Thursday,May
2024-05-30,47:59.1,card,ANON-0000-0000-0001,37.72,Latte,Thursday,May
2024-05-30,56:15.5,card,ANON-0000-0000-0097,32.82,Americano with Milk,Thursday,May
2024-05-30,16:15.7,card,ANON-0000-0000-0243,23.02,Espresso,Thursday,May
2024-05-30,17:38.7,card,ANON-0000-0000-0012,23.02,Espresso,Thursday,May
2024-05-30,53:11.2,card,ANON-0000-0000-0206,37.72,Cappuccino,Thursday,May
2024-05-30,31:05.4,card,ANON-0000-0000-0244,37.72,Latte,Thursday,May
2024-05-30,46:13.8,card,ANON-0000-0000-0009,37.72,Hot Chocolate,Thursday,May
2024-05-30,47:21.6,card,ANON-0000-0000-0009,32.82,Americano with Milk,Thursday,May
2024-05-31,53:57.3,card,ANON-0000-0000-0245,32.82,Americano with Milk,Friday,May
2024-05-31,21:07.8,card,ANON-0000-0000-0246,37.72,Latte,Friday,May
2024-05-31,23:58.8,cash,Not Provided,39.0,Latte,Friday,May
2024-05-31,38:07.9,card,ANON-0000-0000-0247,37.72,Hot Chocolate,Friday,May
2024-05-31,39:06.1,card,ANON-0000-0000-0248,37.72,Cocoa,Friday,May
2024-05-31,50:13.0,card,ANON-0000-0000-0249,32.82,Americano with Milk,Friday,May
2024-05-31,23:44.6,card,ANON-0000-0000-0250,37.72,Latte,Friday,May
2024-05-31,25:03.3,card,ANON-0000-0000-0250,37.72,Latte,Friday,May
2024-05-31,06:39.2,card,ANON-0000-0000-0180,37.72,Cappuccino,Friday,May
2024-05-31,33:06.4,card,ANON-0000-0000-0134,32.82,Americano with Milk,Friday,May
2024-05-31,34:32.9,card,ANON-0000-0000-0134,37.72,Latte,Friday,May
2024-05-31,05:47.1,card,ANON-0000-0000-0206,37.72,Cappuccino,Friday,May
2024-05-31,06:52.5,card,ANON-0000-0000-0206,32.82,Americano with Milk,Friday,May
2024-05-31,07:55.4,card,ANON-0000-0000-0206,27.92,Cortado,Friday,May
2024-06-01,27:01.7,card,ANON-0000-0000-0141,27.92,Cortado,Saturday,June
2024-06-01,48:24.7,card,ANON-0000-0000-0232,37.72,Latte,Saturday,June
2024-06-01,38:09.4,card,ANON-0000-0000-0250,37.72,Latte,Saturday,June
2024-06-01,28:53.7,card,ANON-0000-0000-0097,32.82,Americano with Milk,Saturday,June
2024-06-01,20:12.8,card,ANON-0000-0000-0251,32.82,Americano with Milk,Saturday,June
2024-06-01,21:15.4,card,ANON-0000-0000-0251,32.82,Americano with Milk,Saturday,June
2024-06-01,50:10.5,card,ANON-0000-0000-0154,37.72,Cappuccino,Saturday,June
2024-06-01,51:13.6,card,ANON-0000-0000-0154,37.72,Cappuccino,Saturday,June
2024-06-01,54:59.3,cash,Not Provided,39.0,Cocoa,Saturday,June
2024-06-01,59:09.7,card,ANON-0000-0000-0252,37.72,Cocoa,Saturday,June
2024-06-01,51:05.0,card,ANON-0000-0000-0009,32.82,Americano with Milk,Saturday,June
2024-06-02,03:25.8,card,ANON-0000-0000-0009,37.72,Latte,Sunday,June
2024-06-02,24:02.4,card,ANON-0000-0000-0040,32.82,Americano with Milk,Sunday,June
2024-06-02,25:07.2,card,ANON-0000-0000-0040,37.72,Cappuccino,Sunday,June
2024-06-02,07:20.5,card,ANON-0000-0000-0097,32.82,Americano with Milk,Sunday,June
2024-06-02,30:12.4,card,ANON-0000-0000-0253,37.72,Latte,Sunday,June
2024-06-02,43:10.6,cash,Not Provided,34.0,Americano with Milk,Sunday,June
2024-06-03,12:04.1,card,ANON-0000-0000-0001,37.72,Latte,Monday,June
2024-06-03,27:49.8,card,ANON-0000-0000-0191,37.72,Latte,Monday,June
2024-06-03,31:42.3,card,ANON-0000-0000-0025,37.72,Cappuccino,Monday,June
2024-06-03,33:01.0,card,ANON-0000-0000-0024,32.82,Americano with Milk,Monday,June
2024-06-03,34:06.9,card,ANON-0000-0000-0009,37.72,Latte,Monday,June
2024-06-03,42:51.7,cash,Not Provided,34.0,Americano with Milk,Monday,June
2024-06-03,43:37.5,cash,Not Provided,34.0,Americano with Milk,Monday,June
2024-06-04,23:42.9,card,ANON-0000-0000-0141,27.92,Cortado,Tuesday,June
2024-06-04,27:14.0,card,ANON-0000-0000-0097,32.82,Americano with Milk,Tuesday,June
2024-06-04,02:10.2,card,ANON-0000-0000-0254,37.72,Latte,Tuesday,June
2024-06-04,05:29.2,card,ANON-0000-0000-0254,37.72,Hot Chocolate,Tuesday,June
2024-06-04,30:32.5,card,ANON-0000-0000-0255,37.72,Latte,Tuesday,June
2024-06-04,46:36.7,card,ANON-0000-0000-0192,27.92,Cortado,Tuesday,June
2024-06-04,47:28.8,card,ANON-0000-0000-0192,37.72,Cappuccino,Tuesday,June
2024-06-04,13:01.2,card,ANON-0000-0000-0256,37.72,Hot Chocolate,Tuesday,June
2024-06-04,50:33.9,card,ANON-0000-0000-0257,37.72,Cappuccino,Tuesday,June
2024-06-04,31:58.9,card,ANON-0000-0000-0258,27.92,Cortado,Tuesday,June
2024-06-04,33:02.6,card,ANON-0000-0000-0259,32.82,Americano with Milk,Tuesday,June
2024-06-04,34:55.7,card,ANON-0000-0000-0260,32.82,Americano with Milk,Tuesday,June
2024-06-04,36:06.9,card,ANON-0000-0000-0260,32.82,Americano with Milk,Tuesday,June
2024-06-04,37:15.2,card,ANON-0000-0000-0260,32.82,Americano with Milk,Tuesday,June
2024-06-05,21:49.0,card,ANON-0000-0000-0261,37.72,Cappuccino,Wednesday,June
2024-06-05,23:06.7,card,ANON-0000-0000-0261,37.72,Cappuccino,Wednesday,June
2024-06-05,22:43.1,card,ANON-0000-0000-0262,27.92,Americano,Wednesday,June
2024-06-05,28:50.6,card,ANON-0000-0000-0001,37.72,Latte,Wednesday,June
2024-06-05,40:53.2,card,ANON-0000-0000-0097,32.82,Americano with Milk,Wednesday,June
2024-06-05,43:57.7,card,ANON-0000-0000-0263,32.82,Americano with Milk,Wednesday,June
2024-06-05,59:53.5,card,ANON-0000-0000-0264,37.72,Latte,Wednesday,June
2024-06-05,10:47.6,card,ANON-0000-0000-0220,37.72,Cocoa,Wednesday,June
2024-06-05,12:01.7,card,ANON-0000-0000-0220,27.92,Cortado,Wednesday,June
2024-06-06,52:56.4,card,ANON-0000-0000-0097,32.82,Americano with Milk,Thursday,June
2024-06-06,54:08.5,card,ANON-0000-0000-0097,32.82,Americano with Milk,Thursday,June
2024-06-06,36:09.7,card,ANON-0000-0000-0001,37.72,Latte,Thursday,June
2024-06-06,17:41.5,card,ANON-0000-0000-0265,27.92,Americano,Thursday,June
2024-06-06,11:14.2,card,ANON-0000-0000-0224,32.82,Americano with Milk,Thursday,June
2024-06-06,24:06.2,card,ANON-0000-0000-0266,37.72,Cappuccino,Thursday,June
2024-06-06,14:05.1,card,ANON-0000-0000-0267,37.72,Latte,Thursday,June
2024-06-06,15:42.2,card,ANON-0000-0000-0267,37.72,Latte,Thursday,June
2024-06-06,18:26.7,card,ANON-0000-0000-0206,37.72,Cappuccino,Thursday,June
2024-06-06,19:30.4,card,ANON-0000-0000-0206,32.82,Americano with Milk,Thursday,June
2024-06-06,21:04.4,card,ANON-0000-0000-0267,37.72,Latte,Thursday,June
2024-06-07,18:04.3,card,ANON-0000-0000-0268,37.72,Cappuccino,Friday,June
2024-06-07,35:28.1,card,ANON-0000-0000-0269,23.02,Espresso,Friday,June
2024-06-07,34:18.3,card,ANON-0000-0000-0164,32.82,Americano with Milk,Friday,June
2024-06-07,45:42.2,card,ANON-0000-0000-0270,27.92,Cortado,Friday,June
2024-06-07,47:15.5,card,ANON-0000-0000-0270,27.92,Cortado,Friday,June
2024-06-08,04:20.0,card,ANON-0000-0000-0271,27.92,Cortado,Saturday,June
2024-06-08,26:11.2,card,ANON-0000-0000-0097,32.82,Americano with Milk,Saturday,June
2024-06-08,24:54.3,card,ANON-0000-0000-0134,37.72,Cappuccino,Saturday,June
2024-06-08,25:56.3,card,ANON-0000-0000-0134,37.72,Cappuccino,Saturday,June
2024-06-09,15:52.8,card,ANON-0000-0000-0097,37.72,Latte,Sunday,June
2024-06-09,30:04.5,card,ANON-0000-0000-0272,37.72,Latte,Sunday,June
2024-06-09,52:05.8,card,ANON-0000-0000-0273,37.72,Cappuccino,Sunday,June
2024-06-09,04:41.3,card,ANON-0000-0000-0141,27.92,Cortado,Sunday,June
2024-06-09,07:08.1,card,ANON-0000-0000-0274,23.02,Espresso,Sunday,June
2024-06-09,52:49.6,card,ANON-0000-0000-0275,37.72,Cappuccino,Sunday,June
2024-06-09,11:23.6,card,ANON-0000-0000-0276,32.82,Americano with Milk,Sunday,June
2024-06-09,13:08.1,card,ANON-0000-0000-0276,37.72,Latte,Sunday,June
2024-06-09,14:10.8,card,ANON-0000-0000-0276,37.72,Latte,Sunday,June
2024-06-09,10:30.7,card,ANON-0000-0000-0277,27.92,Cortado,Sunday,June
2024-06-09,17:28.2,card,ANON-0000-0000-0278,37.72,Cappuccino,Sunday,June
2024-06-09,21:19.3,card,ANON-0000-0000-0279,32.82,Americano with Milk,Sunday,June
2024-06-09,05:08.8,card,ANON-0000-0000-0280,27.92,Americano,Sunday,June
2024-06-10,47:49.9,card,ANON-0000-0000-0281,37.72,Cappuccino,Monday,June
2024-06-10,56:48.3,card,ANON-0000-0000-0097,37.72,Latte,Monday,June
2024-06-10,04:28.1,card,ANON-0000-0000-0282,37.72,Hot Chocolate,Monday,June
2024-06-10,05:22.8,card,ANON-0000-0000-0282,37.72,Hot Chocolate,Monday,June
2024-06-10,37:23.6,card,ANON-0000-0000-0283,37.72,Latte,Monday,June
2024-06-10,38:19.7,card,ANON-0000-0000-0283,37.72,Latte,Monday,June
2024-06-11,38:04.0,card,ANON-0000-0000-0284,32.82,Americano with Milk,Tuesday,June
2024-06-11,48:25.3,card,ANON-0000-0000-0285,37.72,Latte,Tuesday,June
2024-06-11,49:36.4,card,ANON-0000-0000-0285,37.72,Latte,Tuesday,June
2024-06-11,17:03.3,card,ANON-0000-0000-0286,37.72,Hot Chocolate,Tuesday,June
2024-06-11,27:41.9,card,ANON-0000-0000-0287,32.82,Americano with Milk,Tuesday,June
2024-06-11,28:50.2,card,ANON-0000-0000-0287,32.82,Americano with Milk,Tuesday,June
2024-06-12,18:18.8,card,ANON-0000-0000-0288,37.72,Hot Chocolate,Wednesday,June
2024-06-12,51:43.9,card,ANON-0000-0000-0289,37.72,Cappuccino,Wednesday,June
2024-06-12,41:17.2,card,ANON-0000-0000-0283,37.72,Latte,Wednesday,June
2024-06-12,47:27.9,card,ANON-0000-0000-0290,37.72,Latte,Wednesday,June
2024-06-12,16:33.6,card,ANON-0000-0000-0256,37.72,Hot Chocolate,Wednesday,June
2024-06-12,25:34.2,card,ANON-0000-0000-0291,32.82,Americano with Milk,Wednesday,June
2024-06-13,54:24.2,card,ANON-0000-0000-0292,27.92,Americano,Thursday,June
2024-06-13,57:25.6,card,ANON-0000-0000-0097,37.72,Latte,Thursday,June
2024-06-13,50:25.0,card,ANON-0000-0000-0293,32.82,Americano with Milk,Thursday,June
2024-06-13,57:11.5,card,ANON-0000-0000-0141,27.92,Cortado,Thursday,June
2024-06-13,04:58.6,card,ANON-0000-0000-0294,32.82,Americano with Milk,Thursday,June
2024-06-13,27:46.6,card,ANON-0000-0000-0295,37.72,Hot Chocolate,Thursday,June
2024-06-13,22:19.1,card,ANON-0000-0000-0296,37.72,Latte,Thursday,June
2024-06-13,20:51.8,card,ANON-0000-0000-0012,32.82,Americano with Milk,Thursday,June
2024-06-13,43:46.0,card,ANON-0000-0000-0012,23.02,Espresso,Thursday,June
2024-06-13,45:00.6,card,ANON-0000-0000-0295,23.02,Espresso,Thursday,June
2024-06-13,48:17.9,card,ANON-0000-0000-0009,32.82,Americano with Milk,Thursday,June
2024-06-13,02:28.4,card,ANON-0000-0000-0009,32.82,Americano with Milk,Thursday,June
2024-06-14,46:13.2,card,ANON-0000-0000-0141,27.92,Cortado,Friday,June
2024-06-14,30:31.6,card,ANON-0000-0000-0297,27.92,Americano,Friday,June
2024-06-14,14:41.7,card,ANON-0000-0000-0097,37.72,Latte,Friday,June
2024-06-14,29:53.4,card,ANON-0000-0000-0298,32.82,Americano with Milk,Friday,June
2024-06-15,26:02.0,card,ANON-0000-0000-0299,37.72,Cappuccino,Saturday,June
2024-06-15,21:28.1,card,ANON-0000-0000-0300,37.72,Latte,Saturday,June
2024-06-15,22:46.9,card,ANON-0000-0000-0300,32.82,Americano with Milk,Saturday,June
2024-06-15,23:52.2,card,ANON-0000-0000-0300,23.02,Espresso,Saturday,June
2024-06-15,24:35.1,card,ANON-0000-0000-0300,37.72,Cocoa,Saturday,June
2024-06-15,25:24.0,card,ANON-0000-0000-0300,32.82,Americano with Milk,Saturday,June
2024-06-15,03:29.9,card,ANON-0000-0000-0301,32.82,Americano with Milk,Saturday,June
2024-06-15,14:04.6,card,ANON-0000-0000-0302,27.92,Americano,Saturday,June
2024-06-16,43:51.5,card,ANON-0000-0000-0059,32.82,Americano with Milk,Sunday,June
2024-06-16,58:41.4,card,ANON-0000-0000-0303,37.72,Latte,Sunday,June
2024-06-16,00:38.2,card,ANON-0000-0000-0303,37.72,Hot Chocolate,Sunday,June
2024-06-16,01:41.5,card,ANON-0000-0000-0303,37.72,Hot Chocolate,Sunday,June
2024-06-16,49:27.6,card,ANON-0000-0000-0276,32.82,Americano with Milk,Sunday,June
2024-06-16,00:39.0,card,ANON-0000-0000-0274,23.02,Espresso,Sunday,June
2024-06-16,02:36.3,card,ANON-0000-0000-0304,32.82,Americano with Milk,Sunday,June
2024-06-16,05:10.4,card,ANON-0000-0000-0304,32.82,Americano with Milk,Sunday,June
2024-06-16,43:59.6,card,ANON-0000-0000-0305,37.72,Hot Chocolate,Sunday,June
2024-06-16,47:36.5,card,ANON-0000-0000-0306,37.72,Hot Chocolate,Sunday,June
2024-06-16,45:17.3,card,ANON-0000-0000-0059,32.82,Americano with Milk,Sunday,June
2024-06-16,46:16.6,card,ANON-0000-0000-0059,32.82,Americano with Milk,Sunday,June
2024-06-17,57:24.0,card,ANON-0000-0000-0307,27.92,Americano,Monday,June
2024-06-17,12:05.1,card,ANON-0000-0000-0308,27.92,Cortado,Monday,June
2024-06-17,13:37.6,card,ANON-0000-0000-0308,27.92,Cortado,Monday,June
2024-06-17,55:51.6,card,ANON-0000-0000-0042,37.72,Cappuccino,Monday,June
2024-06-17,51:35.4,card,ANON-0000-0000-0164,37.72,Cappuccino,Monday,June
2024-06-17,50:13.4,card,ANON-0000-0000-0012,37.72,Cappuccino,Monday,June
2024-06-17,51:11.0,card,ANON-0000-0000-0012,37.72,Cappuccino,Monday,June
2024-06-17,52:36.3,card,ANON-0000-0000-0012,27.92,Americano,Monday,June
2024-06-17,51:19.6,card,ANON-0000-0000-0309,27.92,Americano,Monday,June
2024-06-17,16:11.5,card,ANON-0000-0000-0009,32.82,Americano with Milk,Monday,June
2024-06-18,04:06.1,card,ANON-0000-0000-0299,27.92,Americano,Tuesday,June
2024-06-18,05:12.3,card,ANON-0000-0000-0299,37.72,Cappuccino,Tuesday,June
2024-06-18,20:40.6,card,ANON-0000-0000-0154,37.72,Cappuccino,Tuesday,June
2024-06-18,21:38.9,card,ANON-0000-0000-0154,37.72,Cappuccino,Tuesday,June
2024-06-18,35:49.5,card,ANON-0000-0000-0310,27.92,Cortado,Tuesday,June
2024-06-18,20:49.5,card,ANON-0000-0000-0012,32.82,Americano with Milk,Tuesday,June
2024-06-18,22:18.5,card,ANON-0000-0000-0012,32.82,Americano with Milk,Tuesday,June
2024-06-19,47:19.8,card,ANON-0000-0000-0311,37.72,Latte,Wednesday,June
2024-06-19,17:54.5,card,ANON-0000-0000-0141,27.92,Cortado,Wednesday,June
2024-06-19,54:00.5,card,ANON-0000-0000-0312,27.92,Americano,Wednesday,June
2024-06-19,11:27.8,card,ANON-0000-0000-0313,37.72,Latte,Wednesday,June
2024-06-19,12:31.4,card,ANON-0000-0000-0313,37.72,Cocoa,Wednesday,June
2024-06-19,21:36.3,card,ANON-0000-0000-0164,32.82,Americano with Milk,Wednesday,June
2024-06-19,28:43.4,card,ANON-0000-0000-0153,37.72,Cappuccino,Wednesday,June
2024-06-19,29:59.0,card,ANON-0000-0000-0153,37.72,Latte,Wednesday,June
2024-06-19,31:31.3,card,ANON-0000-0000-0009,32.82,Americano with Milk,Wednesday,June
2024-06-19,28:59.5,card,ANON-0000-0000-0192,37.72,Cappuccino,Wednesday,June
2024-06-19,30:03.5,card,ANON-0000-0000-0192,32.82,Americano with Milk,Wednesday,June
2024-06-20,50:06.5,card,ANON-0000-0000-0097,37.72,Latte,Thursday,June
2024-06-20,59:02.1,card,ANON-0000-0000-0314,37.72,Latte,Thursday,June
2024-06-20,00:00.2,card,ANON-0000-0000-0314,37.72,Latte,Thursday,June
2024-06-20,39:10.0,card,ANON-0000-0000-0257,37.72,Latte,Thursday,June
2024-06-20,57:40.6,card,ANON-0000-0000-0009,37.72,Latte,Thursday,June
2024-06-20,59:17.6,card,ANON-0000-0000-0009,32.82,Americano with Milk,Thursday,June
2024-06-21,59:55.9,card,ANON-0000-0000-0311,37.72,Latte,Friday,June
2024-06-21,01:40.2,card,ANON-0000-0000-0315,27.92,Americano,Friday,June
2024-06-21,19:19.4,card,ANON-0000-0000-0012,32.82,Americano with Milk,Friday,June
2024-06-21,20:31.5,card,ANON-0000-0000-0012,32.82,Americano with Milk,Friday,June
2024-06-21,12:16.1,card,ANON-0000-0000-0316,23.02,Espresso,Friday,June
2024-06-21,30:26.7,card,ANON-0000-0000-0009,37.72,Latte,Friday,June
2024-06-21,47:06.2,card,ANON-0000-0000-0154,37.72,Cappuccino,Friday,June
2024-06-21,48:06.7,card,ANON-0000-0000-0154,37.72,Cappuccino,Friday,June
2024-06-21,49:54.5,card,ANON-0000-0000-0180,37.72,Cappuccino,Friday,June
2024-06-21,51:00.2,card,ANON-0000-0000-0180,37.72,Cappuccino,Friday,June
2024-06-21,52:18.8,card,ANON-0000-0000-0180,27.92,Americano,Friday,June
2024-06-21,55:37.1,card,ANON-0000-0000-0311,32.82,Americano with Milk,Friday,June
2024-06-22,39:50.3,card,ANON-0000-0000-0141,27.92,Cortado,Saturday,June
2024-06-22,37:48.8,card,ANON-0000-0000-0311,32.82,Americano with Milk,Saturday,June
2024-06-22,53:15.5,card,ANON-0000-0000-0317,32.82,Americano with Milk,Saturday,June
2024-06-22,37:20.1,card,ANON-0000-0000-0009,37.72,Latte,Saturday,June
2024-06-22,10:23.0,card,ANON-0000-0000-0318,37.72,Cappuccino,Saturday,June
2024-06-23,12:01.4,card,ANON-0000-0000-0012,32.82,Americano with Milk,Sunday,June
2024-06-23,13:50.6,card,ANON-0000-0000-0012,32.82,Americano with Milk,Sunday,June
2024-06-23,06:47.0,card,ANON-0000-0000-0319,37.72,Cappuccino,Sunday,June
2024-06-23,29:07.8,card,ANON-0000-0000-0320,37.72,Latte,Sunday,June
2024-06-23,30:36.4,card,ANON-0000-0000-0320,37.72,Cappuccino,Sunday,June
2024-06-24,44:39.9,card,ANON-0000-0000-0164,32.82,Americano with Milk,Monday,June
2024-06-24,49:36.0,card,ANON-0000-0000-0180,37.72,Cappuccino,Monday,June
2024-06-24,50:44.1,card,ANON-0000-0000-0180,37.72,Cappuccino,Monday,June
2024-06-24,02:29.0,card,ANON-0000-0000-0321,37.72,Latte,Monday,June
2024-06-24,46:00.6,card,ANON-0000-0000-0203,37.72,Cappuccino,Monday,June
2024-06-24,47:00.4,card,ANON-0000-0000-0203,37.72,Cappuccino,Monday,June
2024-06-25,19:24.2,card,ANON-0000-0000-0322,37.72,Latte,Tuesday,June
2024-06-25,28:26.4,card,ANON-0000-0000-0012,32.82,Americano with Milk,Tuesday,June
2024-06-25,29:42.4,card,ANON-0000-0000-0040,32.82,Americano with Milk,Tuesday,June
2024-06-25,34:52.3,card,ANON-0000-0000-0203,37.72,Cappuccino,Tuesday,June
2024-06-26,33:01.7,card,ANON-0000-0000-0323,37.72,Latte,Wednesday,June
2024-06-26,32:29.5,card,ANON-0000-0000-0324,23.02,Espresso,Wednesday,June
2024-06-26,34:01.6,card,ANON-0000-0000-0325,27.92,Americano,Wednesday,June
2024-06-26,21:53.3,card,ANON-0000-0000-0009,37.72,Latte,Wednesday,June
2024-06-26,27:00.8,card,ANON-0000-0000-0009,37.72,Cappuccino,Wednesday,June
2024-06-26,28:14.6,card,ANON-0000-0000-0206,32.82,Americano with Milk,Wednesday,June
2024-06-27,15:43.2,card,ANON-0000-0000-0326,32.82,Americano with Milk,Thursday,June
2024-06-27,11:48.0,card,ANON-0000-0000-0327,27.92,Cortado,Thursday,June
2024-06-27,44:03.4,card,ANON-0000-0000-0328,32.82,Americano with Milk,Thursday,June
2024-06-27,50:31.6,card,ANON-0000-0000-0329,37.72,Cappuccino,Thursday,June
2024-06-28,08:35.0,card,ANON-0000-0000-0141,27.92,Cortado,Friday,June
2024-06-28,51:54.0,card,ANON-0000-0000-0274,23.02,Espresso,Friday,June
2024-06-28,50:55.4,card,ANON-0000-0000-0330,32.82,Americano with Milk,Friday,June
2024-06-28,52:01.9,card,ANON-0000-0000-0331,37.72,Latte,Friday,June
2024-06-28,28:20.0,card,ANON-0000-0000-0332,37.72,Cappuccino,Friday,June
2024-06-29,47:10.3,card,ANON-0000-0000-0097,32.82,Americano with Milk,Saturday,June
2024-06-29,40:19.6,card,ANON-0000-0000-0333,32.82,Americano with Milk,Saturday,June
2024-06-29,41:26.6,card,ANON-0000-0000-0333,32.82,Americano with Milk,Saturday,June
2024-06-29,30:24.4,card,ANON-0000-0000-0334,37.72,Cappuccino,Saturday,June
2024-06-29,31:42.6,card,ANON-0000-0000-0334,37.72,Cappuccino,Saturday,June
2024-06-29,23:43.6,card,ANON-0000-0000-0335,37.72,Cappuccino,Saturday,June
2024-06-29,24:52.4,card,ANON-0000-0000-0335,37.72,Hot Chocolate,Saturday,June
2024-06-29,27:22.4,card,ANON-0000-0000-0009,37.72,Latte,Saturday,June
2024-06-30,28:09.8,card,ANON-0000-0000-0336,37.72,Latte,Sunday,June
2024-06-30,05:50.6,card,ANON-0000-0000-0337,23.02,Espresso,Sunday,June
2024-06-30,54:41.7,card,ANON-0000-0000-0009,37.72,Hot Chocolate,Sunday,June
2024-06-30,04:09.7,card,ANON-0000-0000-0097,32.82,Americano with Milk,Sunday,June
2024-07-01,07:26.8,card,ANON-0000-0000-0012,23.02,Espresso,Monday,July
2024-07-01,56:51.8,card,ANON-0000-0000-0338,37.72,Cappuccino,Monday,July
2024-07-01,57:54.3,card,ANON-0000-0000-0339,37.72,Cappuccino,Monday,July
2024-07-02,42:54.1,card,ANON-0000-0000-0304,32.82,Americano with Milk,Tuesday,July
2024-07-02,45:00.6,card,ANON-0000-0000-0304,27.92,Americano,Tuesday,July
2024-07-02,48:05.2,card,ANON-0000-0000-0019,37.72,Latte,Tuesday,July
2024-07-02,03:13.2,card,ANON-0000-0000-0340,27.92,Americano,Tuesday,July
2024-07-02,31:24.3,card,ANON-0000-0000-0341,32.82,Americano with Milk,Tuesday,July
2024-07-02,02:23.6,card,ANON-0000-0000-0329,32.82,Americano with Milk,Tuesday,July
2024-07-03,51:14.9,card,ANON-0000-0000-0012,32.82,Americano with Milk,Wednesday,July
2024-07-03,01:16.6,card,ANON-0000-0000-0342,37.72,Cappuccino,Wednesday,July
2024-07-03,50:25.2,card,ANON-0000-0000-0343,37.72,Cappuccino,Wednesday,July
2024-07-03,53:15.6,card,ANON-0000-0000-0270,32.82,Americano with Milk,Wednesday,July
2024-07-03,54:22.9,card,ANON-0000-0000-0344,32.82,Americano with Milk,Wednesday,July
2024-07-03,55:31.4,card,ANON-0000-0000-0270,37.72,Latte,Wednesday,July
2024-07-03,59:25.6,card,ANON-0000-0000-0345,23.02,Espresso,Wednesday,July
2024-07-03,59:01.8,card,ANON-0000-0000-0346,37.72,Cappuccino,Wednesday,July
2024-07-03,06:09.1,card,ANON-0000-0000-0009,37.72,Latte,Wednesday,July
2024-07-04,26:23.7,card,ANON-0000-0000-0143,32.82,Americano with Milk,Thursday,July
2024-07-04,27:30.3,card,ANON-0000-0000-0012,27.92,Americano,Thursday,July
2024-07-05,20:28.7,card,ANON-0000-0000-0058,37.72,Cocoa,Friday,July
2024-07-05,43:43.1,card,ANON-0000-0000-0040,32.82,Americano with Milk,Friday,July
2024-07-05,44:43.8,card,ANON-0000-0000-0347,32.82,Americano with Milk,Friday,July
2024-07-05,55:56.3,card,ANON-0000-0000-0348,23.02,Espresso,Friday,July
2024-07-05,55:07.8,card,ANON-0000-0000-0099,27.92,Americano,Friday,July
2024-07-05,11:56.5,card,ANON-0000-0000-0349,23.02,Espresso,Friday,July
2024-07-05,18:03.3,card,ANON-0000-0000-0350,27.92,Americano,Friday,July
2024-07-05,18:56.9,card,ANON-0000-0000-0350,27.92,Americano,Friday,July
2024-07-05,20:01.1,card,ANON-0000-0000-0351,37.72,Cappuccino,Friday,July
2024-07-05,21:09.5,card,ANON-0000-0000-0351,32.82,Americano with Milk,Friday,July
2024-07-06,28:06.8,card,ANON-0000-0000-0352,37.72,Latte,Saturday,July
2024-07-06,15:46.0,card,ANON-0000-0000-0009,32.82,Latte,Saturday,July
2024-07-06,17:01.0,card,ANON-0000-0000-0009,32.82,Latte,Saturday,July
2024-07-06,09:46.1,card,ANON-0000-0000-0012,32.82,Latte,Saturday,July
2024-07-06,10:39.6,card,ANON-0000-0000-0012,27.92,Americano with Milk,Saturday,July
2024-07-07,04:20.2,card,ANON-0000-0000-0303,32.82,Cappuccino,Sunday,July
2024-07-07,14:29.2,card,ANON-0000-0000-0353,27.92,Americano with Milk,Sunday,July
2024-07-07,15:36.8,card,ANON-0000-0000-0353,27.92,Americano with Milk,Sunday,July
2024-07-07,28:48.9,card,ANON-0000-0000-0354,32.82,Cappuccino,Sunday,July
2024-07-07,29:56.2,card,ANON-0000-0000-0354,32.82,Cappuccino,Sunday,July
2024-07-07,56:30.2,card,ANON-0000-0000-0355,32.82,Hot Chocolate,Sunday,July
2024-07-07,57:47.4,card,ANON-0000-0000-0355,32.82,Cocoa,Sunday,July
2024-07-07,07:50.3,card,ANON-0000-0000-0356,32.82,Latte,Sunday,July
2024-07-07,33:27.2,card,ANON-0000-0000-0357,32.82,Cappuccino,Sunday,July
2024-07-07,01:31.7,card,ANON-0000-0000-0358,32.82,Hot Chocolate,Sunday,July
